Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-07-19 14:09:39.113154: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2026-07-19 14:09:42.414686: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
Failed to send telemetry event ClientCreateCollectionEvent: capture() takes 1 positional argument but 3 were given
Failed to send telemetry event CollectionQueryEvent: capture() takes 1 positional argument but 3 were given
=== FinAgent-RAG Pilot Run ===

Selected 25 documents for the knowledge base.
Selected 4 pilot questions:
  [financebench_id_03029] (3M) What is the FY2018 capital expenditure amount (in USD millions) for 3M? Give a response to the question by relying on the details shown in the cash flow statement.
  [financebench_id_06655] (Amazon) What is Amazon's FY2017 days payable outstanding (DPO)? DPO is defined as: 365 * (average accounts payable between FY2016 and FY2017) / (FY2017 COGS + change in inventory between FY2016 and FY2017). Round your answer to two decimal places. Address the question by using the line items and information shown within the balance sheet and the P&L statement.
  [financebench_id_00438] (Adobe) Does Adobe have an improving operating margin profile as of FY2022? If operating margin is not a useful metric for a company like this, then state that and explain why.
  [financebench_id_04672] (3M) Assume that you are a public equities analyst. Answer the following question by primarily using information that is shown in the balance sheet: what is the year end FY2018 net PPNE for 3M? Answer in USD billions.

Ingesting documents into pilot ChromaDB store...
  ingested AMD_2022_10K: 223 chunks
  ingested AMERICANEXPRESS_2022_10K: 444 chunks
  ingested BOEING_2022_10K: 279 chunks
  ingested PEPSICO_2022_10K: 654 chunks
  ingested AMCOR_2023_10K: 265 chunks
  ingested ULTABEAUTY_2023Q4_EARNINGS: 13 chunks
  ingested 3M_2022_10K: 499 chunks
  ingested 3M_2023Q2_10Q: 199 chunks
  ingested AES_2022_10K: 503 chunks
  ingested BESTBUY_2023_10K: 158 chunks
  ingested BESTBUY_2024Q2_10Q: 54 chunks
  ingested CVSHEALTH_2022_10K: 449 chunks
  ingested JOHNSON_JOHNSON_2022_10K: 299 chunks
  ingested JOHNSON_JOHNSON_2023_8K_dated-2023-08-30: 35 chunks
  ingested MGMRESORTS_2022Q4_EARNINGS: 28 chunks
  ingested PFIZER_2021_10K: 384 chunks
  ingested Pfizer_2023Q2_10Q: 157 chunks
  ingested VERIZON_2022_10K: 254 chunks
  ingested 3M_2018_10K: 321 chunks
  ingested ACTIVISIONBLIZZARD_2019_10K: 340 chunks
  ingested ADOBE_2022_10K: 192 chunks
  ingested AMAZON_2017_10K: 162 chunks
  ingested AMCOR_2023Q4_EARNINGS: 24 chunks
  ingested BLOCK_2020_10K: 557 chunks
  ingested CORNING_2022_10K: 266 chunks
Total: 6759 chunks from 25 documents.

Using key pool with 2 keys.
  {'key': '...cW2o', 'tokens_remaining': 89950, 'requests_remaining': 899}
  {'key': '...IV57', 'tokens_remaining': 90000, 'requests_remaining': 900}

[OK  ] EXP-01 / financebench_id_03029 (4.91s, 1 calls, 248 tokens)
[OK  ] EXP-01 / financebench_id_06655 (2.38s, 1 calls, 535 tokens)
[OK  ] EXP-01 / financebench_id_00438 (2.08s, 1 calls, 420 tokens)
[OK  ] EXP-01 / financebench_id_04672 (0.88s, 1 calls, 298 tokens)
[OK  ] EXP-02 / financebench_id_03029 (0.76s, 1 calls, 325 tokens)
[OK  ] EXP-02 / financebench_id_06655 (1.89s, 1 calls, 739 tokens)
[OK  ] EXP-02 / financebench_id_00438 (1.77s, 1 calls, 500 tokens)
[OK  ] EXP-02 / financebench_id_04672 (0.84s, 1 calls, 395 tokens)
[OK  ] EXP-03 / financebench_id_03029 (0.31s, 1 calls, 340 tokens)
[OK  ] EXP-03 / financebench_id_06655 (0.97s, 1 calls, 638 tokens)
[OK  ] EXP-03 / financebench_id_00438 (0.71s, 1 calls, 418 tokens)
[OK  ] EXP-03 / financebench_id_04672 (0.5s, 1 calls, 408 tokens)
[OK  ] EXP-04 / financebench_id_03029 (0.7s, 1 calls, 341 tokens)
[OK  ] EXP-04 / financebench_id_06655 (0.98s, 1 calls, 527 tokens)
[OK  ] EXP-04 / financebench_id_00438 (1.34s, 1 calls, 407 tokens)
[OK  ] EXP-04 / financebench_id_04672 (1.04s, 1 calls, 397 tokens)
[OK  ] EXP-05 / financebench_id_03029 (1.83s, 1 calls, 517 tokens)
[OK  ] EXP-05 / financebench_id_06655 (1.7s, 1 calls, 670 tokens)
[OK  ] EXP-05 / financebench_id_00438 (2.21s, 1 calls, 588 tokens)
[OK  ] EXP-05 / financebench_id_04672 (1.89s, 1 calls, 573 tokens)
[OK  ] EXP-06 / financebench_id_03029 (0.67s, 1 calls, 374 tokens)
[OK  ] EXP-06 / financebench_id_06655 (0.92s, 1 calls, 407 tokens)
[OK  ] EXP-06 / financebench_id_00438 (0.87s, 1 calls, 354 tokens)
[OK  ] EXP-06 / financebench_id_04672 (0.63s, 1 calls, 356 tokens)
[OK  ] EXP-07 / financebench_id_03029 (1.12s, 1 calls, 3363 tokens)
[OK  ] EXP-07 / financebench_id_06655 (1.11s, 1 calls, 3474 tokens)
[OK  ] EXP-07 / financebench_id_00438 (1.09s, 1 calls, 3527 tokens)
[OK  ] EXP-07 / financebench_id_04672 (1.1s, 1 calls, 3250 tokens)
[OK  ] EXP-08 / financebench_id_03029 (2.34s, 2 calls, 3985 tokens)
[OK  ] EXP-08 / financebench_id_06655 (1.63s, 2 calls, 3702 tokens)
[OK  ] EXP-08 / financebench_id_00438 (14.21s, 2 calls, 4339 tokens)
[OK  ] EXP-08 / financebench_id_04672 (4.14s, 2 calls, 4291 tokens)
[OK  ] EXP-09 / financebench_id_03029 (13.0s, 2 calls, 3558 tokens)
[OK  ] EXP-09 / financebench_id_06655 (6.34s, 2 calls, 3960 tokens)
